	
  Appresso mosse a man sinistra il piede:	 |Ap|pres|so |mos|se a |man |si|ni|stra il |pie|de:         
  lasciammo il muro e gimmo inver’ lo mezzo	 |la|sciam|mo il |mu|ro e |gim|mo in|ver’ |lo |mez|zo       
  per un sentier ch’a una valle fiede,	 |per |un |sen|tier |ch’ a |u|na |val|le |fie|de,           
	
  che ’nfin là sù facea spiacer suo lezzo.	 |che ’n|fin |là |sù |fa|cea |spia|cer |suo |lez|zo.        
	
	
	
	
	
  In su l’estremità d’un’alta ripa	 |In |su |l’ e|stre|mi|tà |d’ u|n’ al|ta |ri|pa             
  che facevan gran pietre rotte in cerchio,	 |che |fa|ce|van |gran |pie|tre |rot|te in |cer|chio,       
  venimmo sopra più crudele stipa;	 |ve|nim|mo |so|pra |più |cru|de|le |sti|pa;                
	
  e quivi, per l’orribile soperchio	 |e |qui|vi, |per |l’ or|ri|bi|le |so|per|chio              
  del puzzo che ’l profondo abisso gitta,	 |del |puz|zo |che ’l |pro|fon|do a|bis|so |git|ta,         
  ci raccostammo, in dietro, ad un coperchio	 |ci |rac|co|stam|mo, in |die|tro, ad |un |co|per|chio      
	
  d’un grand’ avello, ov’ io vidi una scritta	 |d’ un |gran|d’ a|vel|lo, o|v’ io |vi|di u|na |scrit|ta    
  che dicea: “Anastasio papa guardo,	 |che |di|cea:“ |A|na|sta|sio |pa|pa |guar|do,              
  lo qual trasse Fotin de la via dritta”.	 |lo |qual |tras|se |Fo|tin |de |la |via |drit|ta”.         
	
  «Lo nostro scender conviene esser tardo,	« |Lo |no|stro |scen|der |con|vie|ne es|ser |tar|do,        
  sì che s’ausi un poco in prima il senso	 |sì |che |s’ a|u|si un |po|co in |pri|ma il |sen|so        
  al tristo fiato; e poi no i fia riguardo».	 |al |tri|sto |fia|to; e |poi |no i |fia |ri|guar|do».      
	
  Così ’l maestro; e io «Alcun compenso»,	 |Co|sì ’l |ma|e|stro; e |io« |Al|cun |com|pen|so»,         
  dissi lui, «trova che ’l tempo non passi	 |dis|si |lui,« |tro|va |che ’l |tem|po |non |pas|si        
  perduto». Ed elli: «Vedi ch’a ciò penso».	 |per|du|to». Ed |el|li:« |Ve|di |ch’ a |ciò |pen|so».      
	
  «Figliuol mio, dentro da cotesti sassi»,	« |Fi|gliuol |mio, |den|tro |da |co|te|sti |sas|si»,        
  cominciò poi a dir, «son tre cerchietti	 |co|min|ciò |poi |a |dir,« |son |tre |cer|chiet|ti         
  di grado in grado, come que’ che lassi.	 |di |gra|do in |gra|do, |co|me |que’ |che |las|si.         
	
  Tutti son pien di spirti maladetti;	 |Tut|ti |son |pien |di |spir|ti |ma|la|det|ti;             
  ma perché poi ti basti pur la vista,	 |ma |per|ché |poi |ti |ba|sti |pur |la |vi|sta,            
  intendi come e perché son costretti.	 |in|ten|di |co|me e |per|ché |son |co|stret|ti.            
	
  D’ogne malizia, ch’odio in cielo acquista,	 |D’ o|gne |ma|li|zia, |ch’ o|dio in |cie|lo ac|qui|sta,    
  ingiuria è ’l fine, ed ogne fin cotale	 |in|giu|ria è ’l |fi|ne, ed |o|gne |fin |co|ta|le          
  o con forza o con frode altrui contrista.	 |o |con |for|za o |con |fro|de al|trui |con|tri|sta.       
	
  Ma perché frode è de l’uom proprio male,	 |Ma |per|ché |fro|de è |de |l’ uom |pro|prio |ma|le,       
  più spiace a Dio; e però stan di sotto	 |più |spia|ce a |Dio; |e |pe|rò |stan |di |sot|to          
  li frodolenti, e più dolor li assale.	 |li |fro|do|len|ti, e |più |do|lor |li as|sa|le.           
	
  Di vïolenti il primo cerchio è tutto;	 |Di |vï|o|len|ti il |pri|mo |cer|chio è |tut|to;           
  ma perché si fa forza a tre persone,	 |ma |per|ché |si |fa |for|za a |tre |per|so|ne,            
  in tre gironi è distinto e costrutto.	 |in |tre |gi|ro|ni è |di|stin|to e |co|strut|to.           
	
  A Dio, a sé, al prossimo si pòne	 |A |Dio, |a |sé, |al |pros|si|mo |si |pò|ne                
  far forza, dico in loro e in lor cose,	 |far |for|za, |di|co in |lo|ro e |in |lor |co|se,          
  come udirai con aperta ragione.	 |co|me u|di|rai |con |a|per|ta |ra|gio|ne.                 
	
  Morte per forza e ferute dogliose	 |Mor|te |per |for|za e |fe|ru|te |do|glio|se               
  nel prossimo si danno, e nel suo avere	 |nel |pros|si|mo |si |dan|no, e |nel |suo a|ve|re          
  ruine, incendi e tollette dannose;	 |ru|i|ne, in|cen|di e |tol|let|te |dan|no|se;              
	
  onde omicide e ciascun che mal fiere,	 |on|de o|mi|ci|de e |cia|scun |che |mal |fie|re,           
  guastatori e predon, tutti tormenta	 |gua|sta|to|ri e |pre|don, |tut|ti |tor|men|ta             
  lo giron primo per diverse schiere.	 |lo |gi|ron |pri|mo |per |di|ver|se |schie|re.             
	
  Puote omo avere in sé man vïolenta	 |Puo|te o|mo a|ve|re in |sé |man |vï|o|len|ta              
  e ne’ suoi beni; e però nel secondo	 |e |ne’ |suoi |be|ni; e |pe|rò |nel |se|con|do             
  giron convien che sanza pro si penta	 |gi|ron |con|vien |che |san|za |pro |si |pen|ta            
	
  qualunque priva sé del vostro mondo,	 |qua|lun|que |pri|va |sé |del |vo|stro |mon|do,            
  biscazza e fonde la sua facultade,	 |bi|scaz|za e |fon|de |la |sua |fa|cul|ta|de,              
  e piange là dov’ esser de’ giocondo.	 |e |pian|ge |là |do|v’ es|ser |de’ |gio|con|do.            
	
  Puossi far forza ne la deïtade,	 |Puos|si |far |for|za |ne |la |de|ï|ta|de,                 
  col cor negando e bestemmiando quella,	 |col |cor |ne|gan|do e |be|stem|mian|do |quel|la,          
  e spregiando natura e sua bontade;	 |e |spre|gian|do |na|tu|ra e |sua |bon|ta|de;              
	
  e però lo minor giron suggella	 |e |pe|rò |lo |mi|nor |gi|ron |sug|gel|la                  
  del segno suo e Soddoma e Caorsa	 |del |se|gno |suo |e |Sod|do|ma e |Ca|or|sa                
  e chi, spregiando Dio col cor, favella.	 |e |chi, |spre|gian|do |Dio |col |cor, |fa|vel|la.         
	
  La frode, ond’ ogne coscïenza è morsa,	 |La |fro|de, on|d’ o|gne |co|scï|en|za è |mor|sa,          
  può l’omo usare in colui che ’n lui fida	 |può |l’ o|mo u|sa|re in |co|lui |che ’n |lui |fi|da       
  e in quel che fidanza non imborsa.	 |e |in |quel |che |fi|dan|za |non |im|bor|sa.              
	
  Questo modo di retro par ch’incida	 |Que|sto |mo|do |di |re|tro |par |ch’ in|ci|da             
  pur lo vinco d’amor che fa natura;	 |pur |lo |vin|co |d’ a|mor |che |fa |na|tu|ra;             
  onde nel cerchio secondo s’annida	 |on|de |nel |cer|chio |se|con|do |s’ an|ni|da              
	
  ipocresia, lusinghe e chi affattura,	 |i|po|cre|sia, |lu|sin|ghe e |chi af|fat|tu|ra,            
  falsità, ladroneccio e simonia,	 |fal|si|tà, |la|dro|nec|cio e |si|mo|nia,                  
  ruffian, baratti e simile lordura.	 |ruf|fian, |ba|rat|ti e |si|mi|le |lor|du|ra.              
	
  Per l’altro modo quell’ amor s’oblia	 |Per |l’ al|tro |mo|do |quel|l’ a|mor |s’ o|blia           
  che fa natura, e quel ch’è poi aggiunto,	 |che |fa |na|tu|ra, e |quel |ch’ è |poi |ag|giun|to,       
  di che la fede spezïal si cria;	 |di |che |la |fe|de |spe|zï|al |si |cria;                  
	
  onde nel cerchio minore, ov’ è ’l punto	 |on|de |nel |cer|chio |mi|no|re, o|v’ è ’l |pun|to         
  de l’universo in su che Dite siede,	 |de |l’ u|ni|ver|so in |su |che |Di|te |sie|de,            
  qualunque trade in etterno è consunto».	 |qua|lun|que |tra|de in |et|ter|no è |con|sun|to».         
	
  E io: «Maestro, assai chiara procede	 |E |io:« |Ma|e|stro, as|sai |chia|ra |pro|ce|de            
  la tua ragione, e assai ben distingue	 |la |tua |ra|gio|ne, e |as|sai |ben |di|stin|gue           
  questo baràtro e ’l popol ch’e’ possiede.	 |que|sto |ba|rà|tro e ’l |po|pol |ch’ e’ |pos|sie|de.      
	
  Ma dimmi: quei de la palude pingue,	 |Ma |dim|mi: |quei |de |la |pa|lu|de |pin|gue,             
  che mena il vento, e che batte la pioggia,	 |che |me|na il |ven|to, e |che |bat|te |la |piog|gia,      
  e che s’incontran con sì aspre lingue,	 |e |che |s’ in|con|tran |con |sì |as|pre |lin|gue,         
	
  perché non dentro da la città roggia	 |per|ché |non |den|tro |da |la |cit|tà |rog|gia            
  sono ei puniti, se Dio li ha in ira?	 |so|no ei |pu|ni|ti, |se |Dio |li ha |in |i|ra?            
  e se non li ha, perché sono a tal foggia?».	 |e |se |non |li ha, |per|ché |so|no a |tal |fog|gia?».     
	
  Ed elli a me «Perché tanto delira»,	 |Ed |el|li a |me« |Per|ché |tan|to |de|li|ra»,             
  disse, «lo ’ngegno tuo da quel che sòle?	 |dis|se,« |lo ’n|ge|gno |tuo |da |quel |che |sò|le?        
  o ver la mente dove altrove mira?	 |o |ver |la |men|te |do|ve al|tro|ve |mi|ra?               
	
  Non ti rimembra di quelle parole	 |Non |ti |ri|mem|bra |di |quel|le |pa|ro|le                
  con le quai la tua Etica pertratta	 |con |le |quai |la |tua |E|ti|ca |per|trat|ta              
  le tre disposizion che ’l ciel non vole,	 |le |tre |di|spo|si|zion |che ’l |ciel |non |vo|le,        
	
  incontenenza, malizia e la matta	 |in|con|te|nen|za, |ma|li|zia e |la |mat|ta                
  bestialitade? e come incontenenza	 |be|stia|li|ta|de? e |co|me in|con|te|nen|za               
  men Dio offende e men biasimo accatta?	 |men |Dio |of|fen|de e |men |bia|si|mo ac|cat|ta?          
	
  Se tu riguardi ben questa sentenza,	 |Se |tu |ri|guar|di |ben |que|sta |sen|ten|za,             
  e rechiti a la mente chi son quelli	 |e |re|chi|ti a |la |men|te |chi |son |quel|li             
  che sù di fuor sostegnon penitenza,	 |che |sù |di |fuor |so|ste|gnon |pe|ni|ten|za,             
	
  tu vedrai ben perché da questi felli	 |tu |ve|drai |ben |per|ché |da |que|sti |fel|li            
  sien dipartiti, e perché men crucciata	 |sien |di|par|ti|ti, e |per|ché |men |cruc|cia|ta          
  la divina vendetta li martelli».	 |la |di|vi|na |ven|det|ta |li |mar|tel|li».                
	
  «O sol che sani ogne vista turbata,	« |O |sol |che |sa|ni o|gne |vi|sta |tur|ba|ta,             
  tu mi contenti sì quando tu solvi,	 |tu |mi |con|ten|ti |sì |quan|do |tu |sol|vi,              
  che, non men che saver, dubbiar m’aggrata.	 |che, |non |men |che |sa|ver, |dub|biar |m’ ag|gra|ta.     
	
  Ancora in dietro un poco ti rivolvi»,	 |An|co|ra in |die|tro un |po|co |ti |ri|vol|vi»,           
  diss’ io, «là dove di’ ch’usura offende	 |dis|s’ io,« |là |do|ve |di’ |ch’ u|su|ra of|fen|de        
  la divina bontade, e ’l groppo solvi».	 |la |di|vi|na |bon|ta|de, e ’l |grop|po |sol|vi».          
	
  «Filosofia», mi disse, «a chi la ’ntende,	« |Fi|lo|so|fia», |mi |dis|se,« a |chi |la ’n|ten|de,       
  nota, non pure in una sola parte,	 |no|ta, |non |pu|re in |u|na |so|la |par|te,               
  come natura lo suo corso prende	 |co|me |na|tu|ra |lo |suo |cor|so |pren|de                 
	
  dal divino ’ntelletto e da sua arte;	 |dal |di|vi|no ’n|tel|let|to e |da |sua |ar|te;            
  e se tu ben la tua Fisica note,	 |e |se |tu |ben |la |tua |Fi|si|ca |no|te,                 
  tu troverai, non dopo molte carte,	 |tu |tro|ve|rai, |non |do|po |mol|te |car|te,              
	
  che l’arte vostra quella, quanto pote,	 |che |l’ ar|te |vo|stra |quel|la, |quan|to |po|te,         
  segue, come ’l maestro fa ’l discente;	 |se|gue, |co|me ’l |ma|e|stro |fa ’l |di|scen|te;          
  sì che vostr’ arte a Dio quasi è nepote.	 |sì |che |vo|str’ ar|te a |Dio |qua|si è |ne|po|te.        
	
  Da queste due, se tu ti rechi a mente	 |Da |que|ste |due, |se |tu |ti |re|chi a |men|te           
  lo Genesì dal principio, convene	 |lo |Ge|ne|sì |dal |prin|ci|pio, |con|ve|ne                
  prender sua vita e avanzar la gente;	 |pren|der |sua |vi|ta e |a|van|zar |la |gen|te;            
	
  e perché l’usuriere altra via tene,	 |e |per|ché |l’ u|su|rie|re al|tra |via |te|ne,            
  per sé natura e per la sua seguace	 |per |sé |na|tu|ra e |per |la |sua |se|gua|ce              
  dispregia, poi ch’in altro pon la spene.	 |di|spre|gia, |poi |ch’ in |al|tro |pon |la |spe|ne.       
	
  Ma seguimi oramai che ’l gir mi piace;	 |Ma |se|gui|mi o|ra|mai |che ’l |gir |mi |pia|ce;          
  ché i Pesci guizzan su per l’orizzonta,	 |ché i |Pe|sci |guiz|zan |su |per |l’ o|riz|zon|ta,        
  e ’l Carro tutto sovra ’l Coro giace,	 |e ’l |Car|ro |tut|to |so|vra ’l |Co|ro |gia|ce,           
	
  e ’l balzo via là oltra si dismonta».	 |e ’l |bal|zo |via |là |ol|tra |si |di|smon|ta».           
	
	
	
	
	
  Era lo loco ov’ a scender la riva	 |E|ra |lo |lo|co o|v’ a |scen|der |la |ri|va               
  venimmo, alpestro e, per quel che v’er’ anco,	 |ve|nim|mo, al|pe|stro e, |per |quel |che |v’ e|r’ an|co,  
  tal, ch’ogne vista ne sarebbe schiva.	 |tal, |ch’ o|gne |vi|sta |ne |sa|reb|be |schi|va.          
	
  Qual è quella ruina che nel fianco	 |Qual |è |quel|la |ru|i|na |che |nel |fian|co              
  di qua da Trento l’Adice percosse,	 |di |qua |da |Tren|to |l’ A|di|ce |per|cos|se,             
  o per tremoto o per sostegno manco,	 |o |per |tre|mo|to o |per |so|ste|gno |man|co,             
	
  che da cima del monte, onde si mosse,	 |che |da |ci|ma |del |mon|te, on|de |si |mos|se,           
  al piano è sì la roccia discoscesa,	 |al |pia|no è |sì |la |roc|cia |di|sco|sce|sa,             
  ch’alcuna via darebbe a chi sù fosse:	 |ch’ al|cu|na |via |da|reb|be a |chi |sù |fos|se:          
	
  cotal di quel burrato era la scesa;	 |co|tal |di |quel |bur|ra|to e|ra |la |sce|sa;             
  e ’n su la punta de la rotta lacca	 |e ’n |su |la |pun|ta |de |la |rot|ta |lac|ca              
  l’infamïa di Creti era distesa	 |l’ in|fa|mï|a |di |Cre|ti e|ra |di|ste|sa                 
	
  che fu concetta ne la falsa vacca;	 |che |fu |con|cet|ta |ne |la |fal|sa |vac|ca;              
  e quando vide noi, sé stesso morse,	 |e |quan|do |vi|de |noi, |sé |stes|so |mor|se,             
  sì come quei cui l’ira dentro fiacca.	 |sì |co|me |quei |cui |l’ i|ra |den|tro |fiac|ca.          
	
  Lo savio mio inver’ lui gridò: «Forse	 |Lo |sa|vio |mio |in|ver’ |lui |gri|dò:« |For|se           
  tu credi che qui sia ’l duca d’Atene,	 |tu |cre|di |che |qui |sia ’l |du|ca |d’ A|te|ne,          
  che sù nel mondo la morte ti porse?	 |che |sù |nel |mon|do |la |mor|te |ti |por|se?             
	
  Pàrtiti, bestia, ché questi non vene	 |Pàr|ti|ti, |be|stia, |ché |que|sti |non |ve|ne            
  ammaestrato da la tua sorella,	 |am|ma|e|stra|to |da |la |tua |so|rel|la,                  
  ma vassi per veder le vostre pene».	 |ma |vas|si |per |ve|der |le |vo|stre |pe|ne».             
	
  Qual è quel toro che si slaccia in quella	 |Qual |è |quel |to|ro |che |si |slac|cia in |quel|la       
  c’ha ricevuto già ’l colpo mortale,	 |c’ ha |ri|ce|vu|to |già ’l |col|po |mor|ta|le,            
  che gir non sa, ma qua e là saltella,	 |che |gir |non |sa, |ma |qua |e |là |sal|tel|la,           
	
  vid’ io lo Minotauro far cotale;	 |vi|d’ io |lo |Mi|no|tau|ro |far |co|ta|le;                
  e quello accorto gridò: «Corri al varco;	 |e |quel|lo ac|cor|to |gri|dò:« |Cor|ri al |var|co;        
  mentre ch’e’ ’nfuria, è buon che tu ti cale».	 |men|tre |ch’ e’ ’n|fu|ria, è |buon |che |tu |ti |ca|le».  
	
  Così prendemmo via giù per lo scarco	 |Co|sì |pren|dem|mo |via |giù |per |lo |scar|co            
  di quelle pietre, che spesso moviensi	 |di |quel|le |pie|tre, |che |spes|so |mo|vien|si           
  sotto i miei piedi per lo novo carco.	 |sot|to i |miei |pie|di |per |lo |no|vo |car|co.           
	
  Io gia pensando; e quei disse: «Tu pensi	 |Io |gia |pen|san|do; e |quei |dis|se:« |Tu |pen|si        
  forse a questa ruina, ch’è guardata	 |for|se a |que|sta |ru|i|na, |ch’ è |guar|da|ta            
  da quell’ ira bestial ch’i’ ora spensi.	 |da |quel|l’ i|ra |be|stial |ch’ i’ |o|ra |spen|si.        
	
  Or vo’ che sappi che l’altra fïata	 |Or |vo’ |che |sap|pi |che |l’ al|tra |fï|a|ta             
  ch’i’ discesi qua giù nel basso inferno,	 |ch’ i’ |di|sce|si |qua |giù |nel |bas|so in|fer|no,       
  questa roccia non era ancor cascata.	 |que|sta |roc|cia |non |e|ra an|cor |ca|sca|ta.            
	
  Ma certo poco pria, se ben discerno,	 |Ma |cer|to |po|co |pria, |se |ben |di|scer|no,            
  che venisse colui che la gran preda	 |che |ve|nis|se |co|lui |che |la |gran |pre|da             
  levò a Dite del cerchio superno,	 |le|vò |a |Di|te |del |cer|chio |su|per|no,                
	
  da tutte parti l’alta valle feda	 |da |tut|te |par|ti |l’ al|ta |val|le |fe|da               
  tremò sì, ch’i’ pensai che l’universo	 |tre|mò |sì, |ch’ i’ |pen|sai |che |l’ u|ni|ver|so         
  sentisse amor, per lo qual è chi creda	 |sen|tis|se a|mor, |per |lo |qual |è |chi |cre|da          
	
  più volte il mondo in caòsso converso;	 |più |vol|te il |mon|do in |ca|òs|so |con|ver|so;          
  e in quel punto questa vecchia roccia,	 |e |in |quel |pun|to |que|sta |vec|chia |roc|cia,          
  qui e altrove, tal fece riverso.	 |qui |e |al|tro|ve, |tal |fe|ce |ri|ver|so.                
	
  Ma ficca li occhi a valle, ché s’approccia	 |Ma |fic|ca |li oc|chi a |val|le, |ché |s’ ap|proc|cia     
  la riviera del sangue in la qual bolle	 |la |ri|vie|ra |del |san|gue in |la |qual |bol|le          
  qual che per vïolenza in altrui noccia».	 |qual |che |per |vï|o|len|za in |al|trui |noc|cia».        
	
  Oh cieca cupidigia e ira folle,	 |Oh |cie|ca |cu|pi|di|gia e |i|ra |fol|le,                 
  che sì ci sproni ne la vita corta,	 |che |sì |ci |spro|ni |ne |la |vi|ta |cor|ta,              
  e ne l’etterna poi sì mal c’immolle!	 |e |ne |l’ et|ter|na |poi |sì |mal |c’ im|mol|le!          
	
  Io vidi un’ampia fossa in arco torta,	 |Io |vi|di u|n’ am|pia |fos|sa in |ar|co |tor|ta,          
  come quella che tutto ’l piano abbraccia,	 |co|me |quel|la |che |tut|to ’l |pia|no ab|brac|cia,       
  secondo ch’avea detto la mia scorta;	 |se|con|do |ch’ a|vea |det|to |la |mia |scor|ta;           
	
  e tra ’l piè de la ripa ed essa, in traccia	 |e |tra ’l |piè |de |la |ri|pa ed |es|sa, in |trac|cia     
  corrien centauri, armati di saette,	 |cor|rien |cen|tau|ri, ar|ma|ti |di |sa|et|te,             
  come solien nel mondo andare a caccia.	 |co|me |so|lien |nel |mon|do an|da|re a |cac|cia.          
	
  Veggendoci calar, ciascun ristette,	 |Veg|gen|do|ci |ca|lar, |cia|scun |ri|stet|te,             
  e de la schiera tre si dipartiro	 |e |de |la |schie|ra |tre |si |di|par|ti|ro                
  con archi e asticciuole prima elette;	 |con |ar|chi e |as|tic|ciuo|le |pri|ma e|let|te;           
	
  e l’un gridò da lungi: «A qual martiro	 |e |l’ un |gri|dò |da |lun|gi:« A |qual |mar|ti|ro         
  venite voi che scendete la costa?	 |ve|ni|te |voi |che |scen|de|te |la |co|sta?               
  Ditel costinci; se non, l’arco tiro».	 |Di|tel |co|stin|ci; |se |non, |l’ ar|co |ti|ro».          
	
  Lo mio maestro disse: «La risposta	 |Lo |mio |ma|e|stro |dis|se:« |La |ri|spo|sta              
  farem noi a Chirón costà di presso:	 |fa|rem |noi |a |Chi|rón |co|stà |di |pres|so:             
  mal fu la voglia tua sempre sì tosta».	 |mal |fu |la |vo|glia |tua |sem|pre |sì |to|sta».          
	
  Poi mi tentò, e disse: «Quelli è Nesso,	 |Poi |mi |ten|tò, |e |dis|se:« |Quel|li è |Nes|so,         
  che morì per la bella Deianira,	 |che |mo|rì |per |la |bel|la |Dei|a|ni|ra,                 
  e fé di sé la vendetta elli stesso.	 |e |fé |di |sé |la |ven|det|ta el|li |stes|so.             
	
  E quel di mezzo, ch’al petto si mira,	 |E |quel |di |mez|zo, |ch’ al |pet|to |si |mi|ra,          
  è il gran Chirón, il qual nodrì Achille;	 |è il |gran |Chi|rón, |il |qual |no|drì |A|chil|le;        
  quell’ altro è Folo, che fu sì pien d’ira.	 |quel|l’ al|tro è |Fo|lo, |che |fu |sì |pien |d’ i|ra.     
	
  Dintorno al fosso vanno a mille a mille,	 |Din|tor|no al |fos|so |van|no a |mil|le a |mil|le,        
  saettando qual anima si svelle	 |sa|et|tan|do |qual |a|ni|ma |si |svel|le                  
  del sangue più che sua colpa sortille».	 |del |san|gue |più |che |sua |col|pa |sor|til|le».         
	
  Noi ci appressammo a quelle fiere isnelle:	 |Noi |ci ap|pres|sam|mo a |quel|le |fie|re i|snel|le:      
  Chirón prese uno strale, e con la cocca	 |Chi|rón |pre|se u|no |stra|le, e |con |la |coc|ca         
  fece la barba in dietro a le mascelle.	 |fe|ce |la |bar|ba in |die|tro a |le |ma|scel|le.          
	
  Quando s’ebbe scoperta la gran bocca,	 |Quan|do |s’ eb|be |sco|per|ta |la |gran |boc|ca,          
  disse a’ compagni: «Siete voi accorti	 |dis|se a’ |com|pa|gni:« |Sie|te |voi |ac|cor|ti           
  che quel di retro move ciò ch’el tocca?	 |che |quel |di |re|tro |mo|ve |ciò |ch’ el |toc|ca?        
	
  Così non soglion far li piè d’i morti».	 |Co|sì |non |so|glion |far |li |piè |d’ i |mor|ti».        
  E ’l mio buon duca, che già li er’ al petto,	 |E ’l |mio |buon |du|ca, |che |già |li e|r’ al |pet|to,    
  dove le due nature son consorti,	 |do|ve |le |due |na|tu|re |son |con|sor|ti,                
	
  rispuose: «Ben è vivo, e sì soletto	 |ri|spuo|se:« |Ben |è |vi|vo, e |sì |so|let|to             
  mostrar li mi convien la valle buia;	 |mo|strar |li |mi |con|vien |la |val|le |bu|ia;            
  necessità ’l ci ’nduce, e non diletto.	 |ne|ces|si|tà ’l |ci ’n|du|ce, e |non |di|let|to.          
	
  Tal si partì da cantare alleluia	 |Tal |si |par|tì |da |can|ta|re al|le|lu|ia                
  che mi commise quest’ officio novo:	 |che |mi |com|mi|se |que|st’ of|fi|cio |no|vo:             
  non è ladron, né io anima fuia.	 |non |è |la|dron, |né |io |a|ni|ma |fu|ia.                 
	
  Ma per quella virtù per cu’ io movo	 |Ma |per |quel|la |vir|tù |per |cu’ |io |mo|vo             
  li passi miei per sì selvaggia strada,	 |li |pas|si |miei |per |sì |sel|vag|gia |stra|da,          
  danne un de’ tuoi, a cui noi siamo a provo,	 |dan|ne un |de’ |tuoi, |a |cui |noi |sia|mo a |pro|vo,     
	
  e che ne mostri là dove si guada,	 |e |che |ne |mo|stri |là |do|ve |si |gua|da,               
  e che porti costui in su la groppa,	 |e |che |por|ti |co|stui |in |su |la |grop|pa,             
  ché non è spirto che per l’aere vada».	 |ché |non |è |spir|to |che |per |l’ ae|re |va|da».         
	
  Chirón si volse in su la destra poppa,	 |Chi|rón |si |vol|se in |su |la |de|stra |pop|pa,          
  e disse a Nesso: «Torna, e sì li guida,	 |e |dis|se a |Nes|so:« |Tor|na, e |sì |li |gui|da,         
  e fa cansar s’altra schiera v’intoppa».	 |e |fa |can|sar |s’ al|tra |schie|ra |v’ in|top|pa».       
	
  Or ci movemmo con la scorta fida	 |Or |ci |mo|vem|mo |con |la |scor|ta |fi|da                
  lungo la proda del bollor vermiglio,	 |lun|go |la |pro|da |del |bol|lor |ver|mi|glio,            
  dove i bolliti facieno alte strida.	 |do|ve i |bol|li|ti |fa|cie|no al|te |stri|da.             
	
  Io vidi gente sotto infino al ciglio;	 |Io |vi|di |gen|te |sot|to in|fi|no al |ci|glio;           
  e ’l gran centauro disse: «E’ son tiranni	 |e ’l |gran |cen|tau|ro |dis|se:« E’ |son |ti|ran|ni       
  che dier nel sangue e ne l’aver di piglio.	 |che |dier |nel |san|gue e |ne |l’ a|ver |di |pi|glio.     
	
  Quivi si piangon li spietati danni;	 |Qui|vi |si |pian|gon |li |spie|ta|ti |dan|ni;             
  quivi è Alessandro, e Dïonisio fero	 |qui|vi è A|les|san|dro, e |Dï|o|ni|sio |fe|ro             
  che fé Cicilia aver dolorosi anni.	 |che |fé |Ci|ci|lia a|ver |do|lo|ro|si an|ni.              
	
  E quella fronte c’ha ’l pel così nero,	 |E |quel|la |fron|te |c’ ha ’l |pel |co|sì |ne|ro,         
  è Azzolino; e quell’ altro ch’è biondo,	 |è |Az|zo|li|no; e |quel|l’ al|tro |ch’ è |bion|do,        
  è Opizzo da Esti, il qual per vero	 |è |O|piz|zo |da |E|sti, il |qual |per |ve|ro              
	
  fu spento dal figliastro sù nel mondo».	 |fu |spen|to |dal |fi|glia|stro |sù |nel |mon|do».         
  Allor mi volsi al poeta, e quei disse:	 |Al|lor |mi |vol|si al |po|e|ta, e |quei |dis|se:          
  «Questi ti sia or primo, e io secondo».	« |Que|sti |ti |sia |or |pri|mo, e |io |se|con|do».         
	
  Poco più oltre il centauro s’affisse	 |Po|co |più |ol|tre il |cen|tau|ro |s’ af|fis|se           
  sovr’ una gente che ’nfino a la gola	 |sov|r’ u|na |gen|te |che ’n|fi|no a |la |go|la            
  parea che di quel bulicame uscisse.	 |pa|rea |che |di |quel |bu|li|ca|me u|scis|se.             
	
  Mostrocci un’ombra da l’un canto sola,	 |Mo|stroc|ci u|n’ om|bra |da |l’ un |can|to |so|la,        
  dicendo: «Colui fesse in grembo a Dio	 |di|cen|do:« |Co|lui |fes|se in |grem|bo a |Dio            
  lo cor che ’n su Tamisi ancor si cola».	 |lo |cor |che ’n |su |Ta|mi|si an|cor |si |co|la».         
	
  Poi vidi gente che di fuor del rio	 |Poi |vi|di |gen|te |che |di |fuor |del |rio               
  tenean la testa e ancor tutto ’l casso;	 |te|nean |la |te|sta e |an|cor |tut|to ’l |cas|so;         
  e di costoro assai riconobb’ io.	 |e |di |co|sto|ro as|sai |ri|co|nob|b’ io.                 
	
  Così a più a più si facea basso	 |Co|sì |a |più |a |più |si |fa|cea |bas|so                 
  quel sangue, sì che cocea pur li piedi;	 |quel |san|gue, |sì |che |co|cea |pur |li |pie|di;         
  e quindi fu del fosso il nostro passo.	 |e |quin|di |fu |del |fos|so il |no|stro |pas|so.          
	
  «Sì come tu da questa parte vedi	« |Sì |co|me |tu |da |que|sta |par|te |ve|di                
  lo bulicame che sempre si scema»,	 |lo |bu|li|ca|me |che |sem|pre |si |sce|ma»,               
  disse ’l centauro, «voglio che tu credi	 |dis|se ’l |cen|tau|ro,« |vo|glio |che |tu |cre|di         
	
  che da quest’ altra a più a più giù prema	 |che |da |que|st’ al|tra a |più |a |più |giù |pre|ma       
  lo fondo suo, infin ch’el si raggiunge	 |lo |fon|do |suo, |in|fin |ch’ el |si |rag|giun|ge         
  ove la tirannia convien che gema.	 |o|ve |la |ti|ran|nia |con|vien |che |ge|ma.               
	
  La divina giustizia di qua punge	 |La |di|vi|na |giu|sti|zia |di |qua |pun|ge                
  quell’ Attila che fu flagello in terra,	 |quel|l’ At|ti|la |che |fu |fla|gel|lo in |ter|ra,         
  e Pirro e Sesto; e in etterno munge	 |e |Pir|ro e |Se|sto; e |in |et|ter|no |mun|ge             
	
